4.201682994906883906e+00,-8.275030094822844262e+01
2.638821169711111914e+00,-3.310645478923146356e+01
1.634209374129818038e+00,-1.522744489436661119e+01
-4.266067361922645240e+00,1.462466352840383443e+01
4.570925743674310482e+00,-1.245228956806945888e+02
9.702749849494640699e-01,-7.669916331754021321e+00
2.519465968642458975e+00,-2.420104238437584243e+01
-1.039574586948006640e-01,3.808928806664286792e+00
2.976238585728482100e+00,-2.070377350996680832e+01
-3.495239868324020449e-01,2.624330284252048529e+01
9.175901630295877354e-01,-9.844972284875098012e+00
3.354862680006785780e+00,-6.054801691269059205e+01
9.168809411357168315e-01,-7.946883891671519429e+00
2.938052058839119240e+00,-3.467203196902548257e+01
4.127922290748815115e+00,-8.012158808926957931e+01
3.808378869686251278e+00,-7.309161519319188471e+01
3.692118729944208866e+00,-7.208988478028574320e+01
2.038190960881936853e+00,-8.433648881067732361e+00
-2.686655081958644331e-01,8.869007631766180566e+00
-3.102393407755945631e-01,1.109158080669420166e+01
1.247671230982301260e+00,-3.138706939943011776e+01
-1.859867955646543614e+00,-8.937810598280774954e+00
2.940858377785632527e+00,-3.175732969337946798e+01
2.939574734238446396e+00,-2.850992043843143620e+01
-3.069351569393461432e-01,3.835184273666847887e-01
2.063432574050629853e-01,1.670435898392437002e+00
3.310092797345795645e+00,-7.018325212901385157e+01
-1.938027098234229584e+00,-1.870298871949338970e+00
-2.902457612758516881e+00,-1.405809285606236303e+00
-3.207803478072248637e-01,4.801080255034673172e+00
-2.103917200384959330e+00,2.739733714958862087e+00
2.652537197261569446e+00,-2.476839396143164151e+01
-2.488875935812053797e-01,1.121788349275742780e+00
-3.218131642735669651e+00,3.407145908165745141e+01
6.923330164351515492e-01,-3.654491277791538373e-01
4.318484020607181506e+00,-8.297556344197363387e+01
4.771624838882338793e+00,-1.278002683874348548e+02
-4.662392459718001092e+00,2.024817807775484013e+01
4.701133359253372390e+00,-1.442426031109594646e+02
3.132277859675872023e+00,-5.695973521923149008e+01
-3.069920634085765432e+00,1.705578382312513597e+01
3.862105097060146264e+00,-6.727661279915940895e+01
4.019226262374459679e+00,-9.001239349665131328e+01
1.887966365293587856e+00,-9.758027696510115589e+00
-1.615392544792605634e+00,-1.525563924682573003e+01
-7.803680050717254346e-02,-3.221541881176621658e+00
2.117016224359825394e+00,-3.143028367992115335e+01
2.291634112825824410e+00,-2.644157142934129823e+01
-4.920565819323164725e+00,5.565446854216217787e+01
7.766889923367772397e-01,1.406344433956945039e+01
2.034267658341699203e+00,-2.013775918801342257e+01
-7.489843224400880572e-01,1.900446288391689720e+01
4.902059067379532564e+00,-1.345697573642182192e+02
3.658926768276772989e+00,-5.442520345008911420e+01
-2.874601260677623671e+00,-1.339239000661166656e+01
-1.533224782749691428e+00,-3.430221221922311159e+00
-1.601734784332780048e+00,3.231324982485643815e+00
-1.370869432141070821e+00,1.956345759826741748e+00
2.438490615788492022e+00,-1.233148461097270143e+01
2.683723226269929540e-01,-5.753249042060031293e-01
-4.648830168787645434e-01,8.865212615245842143e-01
-1.108662375531900501e+00,-5.623405512661449279e+00
2.207882960026785746e+00,-2.065237407390366542e+00
-1.206329847935872834e+00,-6.246487061549912401e-01
3.390366283044812690e+00,-4.778760980273931835e+01
3.351435810986577835e+00,-3.146044773990976751e+01
1.927634088933051437e+00,-2.303160802230728166e+00
-2.421512508958777232e+00,-1.816824873594070633e+00
8.544521111215068743e-01,5.545291682905154396e+00
2.668511491128217727e+00,-1.155575679520505972e+01
-2.442481510074046014e-01,-9.116848377753621335e-01
-4.859801378515548720e+00,2.627051215679031060e+01
4.534347077188430220e+00,-1.149302796305190810e+02
2.790887188782117612e+00,-2.588122212373914621e+01
8.761902785370629942e-01,1.805980475674218599e+00
1.890399901503291069e+00,-1.502246980756517836e+01
4.643678758318886324e+00,-1.228680921583829218e+02
-9.160531787074273069e-01,-2.093709880177875249e+01
3.361694350358762406e+00,-5.925726931720392088e+01
-3.726158090532517342e+00,7.685890239291707005e+00
1.167923359015254015e+00,1.661844371033279444e+01
5.145850379942507047e-01,-1.095346287575000943e+01
1.148370367175935769e+00,2.650461314877709640e+00
-4.627099238143456361e+00,2.909600415839294385e+01
-2.183298383962033462e+00,-1.273285372303785223e+01
-4.098563384449718683e+00,2.245997982205483723e+01
-2.758650656646680410e+00,-7.834944728700221184e+00
-1.713406137451414235e+00,-2.335098948082210057e+01
-4.587217647811892007e-01,7.847748214852146909e+00
4.359788901399536343e+00,-1.075833589844161651e+02
-3.388638499052412101e+00,-9.748771594250900563e+00
1.363347626872400298e+00,-1.350245754335779580e+01
1.629902199465851353e+00,-5.075070728634206496e+00
-2.934631144425101645e+00,-1.229293785189940813e+00
1.786235764561308947e+00,-1.035952683545113118e+01
-3.039357524327996884e+00,-3.972595896002166782e+00
3.440807620852639914e+00,-5.775229785074072453e+01
-1.801188787546869285e+00,-1.377597616640031575e+01
-2.330486219199561226e+00,1.735466927336781495e+01
3.249615043309884044e+00,-3.949280804892902808e+01
